,0,1,2,3,4
0,0.2853519107297512,0.8377219392427794,0.23498528853204947,0.8840837159452437,0.8381620796180423
1,0.9826201792936766,0.2085907922966279,0.968290884478324,0.6670179492508346,0.14199491351524884
2,0.6787360607628199,0.7544133930314604,0.9335058827210346,0.18601482834579963,0.9775943555944765
3,0.0025097724108676944,0.42698426153490576,0.49911675234797304,0.014282590016691965,0.5377161199054473
4,0.9809230610357342,0.6855470100481623,0.8801596129709186,0.5365380270476691,0.011447249264591286
5,0.3616380916565465,0.9479603036558916,0.6297533554917548,0.6478562462607635,0.1107646914215572
6,0.11731981435207284,0.6922570608142874,0.2725407750118173,0.5724312240524646,0.3075250990428383
7,0.9357552419962476,0.8256674680130842,0.6775105115223636,0.03877081705207175,0.7290004685435736
8,0.28399644713971095,0.9332786039267145,0.7486969030644995,0.12315322163227338,0.4059409948866691
9,0.3795477904367014,0.12669004066141287,0.964448561340387,0.7685680944804825,0.5535849733683207
10,0.18905083027453762,0.2194638659882755,0.2642503966736355,0.6607487330749495,0.15314040895874337
11,0.7418605679935579,0.7327395232104281,0.49159000109370354,0.9699913918694897,0.02190251818531941
12,0.22500468982024457,0.25368984320990495,0.3785686965733339,0.7461420138718978,0.5757363173170014
13,0.7320943712962636,0.7696252685754972,0.09539756375408881,0.5982429752314492,0.4066362624641212
14,0.6213247351965587,0.9521229542372539,0.9437365622691465,0.6843549597349121,0.345786560708486
15,0.4277874350360509,0.5007205115268245,0.6090463952043668,0.09294843492590599,0.534748541679967
16,0.3246519159210758,0.9834194522455066,0.6619991298283107,0.2023988297478163,0.501181077479183
17,0.7306996035248139,0.9237480623585603,0.2571864444811951,0.29183684782913155,0.9608758257298372
18,0.5407759817337949,0.9365483313077262,0.8188962901245795,0.6842519923307416,0.5447352219252913
19,0.0018232209274114952,0.9225697248066796,0.7460181647764123,0.4739492987748729,0.9526249811856808
20,0.7799508126182461,0.24433560665523812,0.4086701367647687,0.5947112864223655,0.11211873565107
21,0.02704525591156892,0.7798754787790019,0.9869364662365513,0.7760143631288957,0.5997408680813556
22,0.9791459458159911,0.04334517002272742,0.36591648083844086,0.11816617235931381,0.6701936303397125
23,0.04598325282695814,0.05191851080502263,0.4874383412186235,0.27061009565661165,0.4177718944518255
24,0.1611643211096312,0.8190455704050179,0.4390822187011627,0.2384767995252728,0.6228356138760954
25,0.6528676462791929,0.7525345152143135,0.6452360116307697,0.22260090792687803,0.3316663619987048
26,0.09930034599592585,0.571767953590509,0.43688832183075743,0.6948233828952393,0.6616318502432855
27,0.7819040726116648,0.7992189049198447,0.678940895096272,0.0522056257901663,0.9187636917471571
28,0.015195416769826164,0.7282498974980575,0.7039337198437643,0.4159169227994385,0.49978634832422975
29,0.46854663389954765,0.5111760828867186,0.9112806247987233,0.24210843923684,0.8068061880624587
30,0.5704525708190543,0.7091592124769738,0.6310829269046555,0.6054220535966237,0.2932373677717923
31,0.22143534195560854,0.21753646475040733,0.3786411030681428,0.9903222628016247,0.4498805774833512
32,0.971584616406636,0.28487635353439167,0.8840928551896718,0.05253861398545068,0.1449148856857574
33,0.7491688628907783,0.5094073442983132,0.9570630177074845,0.4850929050348798,0.7755074048925772
34,0.8604755414040067,0.4242574340254792,0.07674899401953317,0.32070602680585636,0.8849374936483799
35,0.1115067783854834,0.23458750377274395,0.9951299264404415,0.09047771433896312,0.853723244502253
36,0.9521931570793593,0.36682057134113777,0.22572712329177513,0.21800362633258785,0.8657436740139102
37,0.4054294503987863,0.7929277658775099,0.8944315865735526,0.23570004554063084,0.6123127180138327
38,0.18793737680883082,0.2626404740859505,0.7177715927127083,0.34997807194269404,0.1018857266743497
39,0.2687055093195405,0.3817335597845236,0.8556703722391615,0.9519523530705828,0.7792315871545759
40,0.7115539411879039,0.22929227078394987,0.0838445652391051,0.06101144450221041,0.6750870051627333
41,0.9412217701008144,0.5448385766554361,0.23041328047267762,0.012827071711783655,0.17308956283703647
42,0.3615677423907997,0.9691840535308721,0.8052862853673125,0.291838017623263,0.5681780571322622
43,0.5032706167791823,0.35098195133079835,0.9309075385041948,0.05068760745838086,0.809823245820326
